Open,High,Low,Close,Volume,Open Interest,Symbol
2.884,2.884,2.884,2.884,0.0,0.0,NG-2034J
2.894,2.894,2.894,2.894,0.0,0.0,NG-2034J
2.874,2.874,2.874,2.874,0.0,0.0,NG-2034K
2.884,2.884,2.884,2.884,0.0,0.0,NG-2034K
3.024,3.024,3.024,3.024,0.0,0.0,NG-2034M
3.034,3.034,3.034,3.034,0.0,0.0,NG-2034M
3.204,3.204,3.204,3.204,0.0,0.0,NG-2034N
3.214,3.214,3.214,3.214,0.0,0.0,NG-2034N
3.264,3.264,3.264,3.264,0.0,0.0,NG-2034Q
3.274,3.274,3.274,3.274,0.0,0.0,NG-2034Q
3.279,3.279,3.279,3.279,0.0,0.0,NG-2034U
3.289,3.289,3.289,3.289,0.0,0.0,NG-2034U
3.325,3.325,3.325,3.325,0.0,14.0,NG-2034V
3.335,3.335,3.335,3.335,0.0,0.0,NG-2034V
3.565,3.565,3.565,3.565,0.0,0.0,NG-2034X
3.575,3.575,3.575,3.575,0.0,0.0,NG-2034X
3.965,3.965,3.965,3.965,0.0,0.0,NG-2034Z
3.975,3.975,3.975,3.975,0.0,0.0,NG-2034Z
4.19,4.19,4.19,4.19,0.0,0.0,NG-2035F
4.2,4.2,4.2,4.2,0.0,0.0,NG-2035F
3.928,3.928,3.928,3.928,0.0,0.0,NG-2035G
3.932,3.932,3.932,3.932,0.0,0.0,NG-2035G
3.498,3.498,3.498,3.498,0.0,0.0,NG-2035H
3.502,3.502,3.502,3.502,0.0,0.0,NG-2035H
3.108,3.108,3.108,3.108,0.0,0.0,NG-2035J
3.112,3.112,3.112,3.112,0.0,0.0,NG-2035J
3.086,3.086,3.086,3.086,0.0,0.0,NG-2035K
3.09,3.09,3.09,3.09,0.0,0.0,NG-2035K
3.121,3.121,3.121,3.121,0.0,0.0,NG-2035M
3.125,3.125,3.125,3.125,0.0,0.0,NG-2035M
3.161,3.161,3.161,3.161,0.0,0.0,NG-2035N
3.165,3.165,3.165,3.165,0.0,0.0,NG-2035N
3.201,3.201,3.201,3.201,0.0,0.0,NG-2035Q
3.205,3.205,3.205,3.205,0.0,0.0,NG-2035Q
3.216,3.216,3.216,3.216,0.0,0.0,NG-2035U
3.22,3.22,3.22,3.22,0.0,0.0,NG-2035U
3.262,3.262,3.262,3.262,0.0,0.0,NG-2035V
3.266,3.266,3.266,3.266,0.0,0.0,NG-2035V
3.462,3.462,3.462,3.462,0.0,0.0,NG-2035X
3.466,3.466,3.466,3.466,0.0,0.0,NG-2035X
3.772,3.772,3.772,3.772,0.0,0.0,NG-2035Z
3.776,3.776,3.776,3.776,0.0,0.0,NG-2035Z
4.042,4.042,4.042,4.042,0.0,0.0,NG-2036F
4.046,4.046,4.046,4.046,0.0,0.0,NG-2036F
3.862,3.862,3.862,3.862,0.0,0.0,NG-2036G
3.866,3.866,3.866,3.866,0.0,0.0,NG-2036G
3.592,3.592,3.592,3.592,0.0,0.0,NG-2036H
3.596,3.596,3.596,3.596,0.0,0.0,NG-2036H
3.262,3.262,3.262,3.262,0.0,0.0,NG-2036J
3.266,3.266,3.266,3.266,0.0,0.0,NG-2036J
3.24,3.24,3.24,3.24,0.0,0.0,NG-2036K
3.244,3.244,3.244,3.244,0.0,0.0,NG-2036K
3.28,3.28,3.28,3.28,0.0,0.0,NG-2036M
3.284,3.284,3.284,3.284,0.0,0.0,NG-2036M
3.32,3.32,3.32,3.32,0.0,0.0,NG-2036N
3.324,3.324,3.324,3.324,0.0,0.0,NG-2036N
3.36,3.36,3.36,3.36,0.0,0.0,NG-2036Q
3.364,3.364,3.364,3.364,0.0,0.0,NG-2036Q
96.2925,96.295,96.29,96.2925,46872.0,240961.0,ZQ-2026U
96.2925,96.3,96.2875,96.2975,52863.0,0.0,ZQ-2026U
96.2,96.2,96.19,96.195,132953.0,614628.0,ZQ-2026V
96.19,96.215,96.185,96.205,149947.0,0.0,ZQ-2026V
96.135,96.14,96.12,96.13,95629.0,339252.0,ZQ-2026X
96.12,96.15,96.12,96.14,107853.0,0.0,ZQ-2026X
96.035,96.04,96.01,96.02,30295.0,213527.0,ZQ-2026Z
96.005,96.045,96.005,96.03,34167.0,0.0,ZQ-2026Z
95.985,95.995,95.96,95.965,48084.0,323432.0,ZQ-2027F
95.96,95.995,95.96,95.98,54230.0,0.0,ZQ-2027F
95.93,95.94,95.9,95.91,29392.0,158714.0,ZQ-2027G
95.905,95.945,95.905,95.925,33149.0,0.0,ZQ-2027G
95.89,95.895,95.85,95.865,4147.0,39718.0,ZQ-2027H
95.855,95.9,95.855,95.88,4677.0,0.0,ZQ-2027H
95.835,95.845,95.8,95.81,13006.0,57489.0,ZQ-2027J
95.805,95.85,95.8,95.825,14668.0,0.0,ZQ-2027J
95.805,95.815,95.765,95.775,4946.0,42593.0,ZQ-2027K
95.77,95.82,95.765,95.79,5578.0,0.0,ZQ-2027K
95.785,95.79,95.74,95.745,3971.0,9032.0,ZQ-2027M
95.74,95.79,95.735,95.76,4479.0,0.0,ZQ-2027M
95.775,95.78,95.725,95.73,2658.0,8568.0,ZQ-2027N
95.725,95.775,95.72,95.745,2998.0,0.0,ZQ-2027N
95.77,95.775,95.72,95.725,1173.0,5413.0,ZQ-2027Q
95.725,95.77,95.715,95.735,1323.0,0.0,ZQ-2027Q
95.77,95.775,95.72,95.725,374.0,1599.0,ZQ-2027U
95.725,95.765,95.71,95.735,422.0,0.0,ZQ-2027U
95.775,95.775,95.72,95.725,374.0,1605.0,ZQ-2027V
95.72,95.765,95.71,95.735,422.0,0.0,ZQ-2027V
95.735,95.735,95.735,95.735,83.0,799.0,ZQ-2027X
95.76,95.76,95.73,95.745,94.0,0.0,ZQ-2027X
95.755,95.755,95.755,95.755,0.0,121.0,ZQ-2027Z
95.775,95.785,95.745,95.765,0.0,0.0,ZQ-2027Z
95.76,95.76,95.76,95.76,0.0,38.0,ZQ-2028F
95.785,95.785,95.775,95.775,0.0,0.0,ZQ-2028F
95.785,95.785,95.785,95.785,0.0,31.0,ZQ-2028G
95.81,95.81,95.78,95.8,0.0,0.0,ZQ-2028G
95.8,95.8,95.8,95.8,0.0,0.0,ZQ-2028H
95.815,95.815,95.815,95.815,0.0,0.0,ZQ-2028H
95.87,95.87,95.87,95.87,0.0,0.0,ZQ-2028J
95.885,95.885,95.885,95.885,0.0,0.0,ZQ-2028J
95.845,95.845,95.845,95.845,0.0,0.0,ZQ-2028K
95.86,95.86,95.86,95.86,0.0,0.0,ZQ-2028K
95.825,95.825,95.825,95.825,0.0,0.0,ZQ-2028M
95.84,95.84,95.84,95.84,0.0,0.0,ZQ-2028M
95.805,95.805,95.805,95.805,0.0,0.0,ZQ-2028N
95.82,95.82,95.82,95.82,0.0,0.0,ZQ-2028N
95.725,95.725,95.725,95.725,0.0,0.0,ZQ-2028Q
95.74,95.74,95.74,95.74,0.0,0.0,ZQ-2028Q
95.725,95.725,95.725,95.725,0.0,0.0,ZQ-2028U
95.74,95.74,95.74,95.74,0.0,0.0,ZQ-2028U
95.72,95.72,95.72,95.72,0.0,0.0,ZQ-2028V
95.735,95.735,95.735,95.735,0.0,0.0,ZQ-2028V
95.7,95.7,95.7,95.7,0.0,0.0,ZQ-2028X
95.715,95.715,95.715,95.715,0.0,0.0,ZQ-2028X
95.68,95.68,95.68,95.68,0.0,0.0,ZQ-2028Z
95.695,95.695,95.695,95.695,0.0,0.0,ZQ-2028Z
95.665,95.665,95.665,95.665,0.0,0.0,ZQ-2029F
95.68,95.68,95.68,95.68,0.0,0.0,ZQ-2029F
95.65,95.65,95.65,95.65,0.0,0.0,ZQ-2029G
95.665,95.665,95.665,95.665,0.0,0.0,ZQ-2029G
95.635,95.635,95.635,95.635,0.0,0.0,ZQ-2029H
95.65,95.65,95.65,95.65,0.0,0.0,ZQ-2029H
95.595,95.595,95.595,95.595,0.0,0.0,ZQ-2029J
95.61,95.61,95.61,95.61,0.0,0.0,ZQ-2029J
95.57,95.57,95.57,95.57,0.0,0.0,ZQ-2029K
95.585,95.585,95.585,95.585,0.0,0.0,ZQ-2029K
95.55,95.55,95.55,95.55,0.0,0.0,ZQ-2029M
95.565,95.565,95.565,95.565,0.0,0.0,ZQ-2029M
95.53,95.53,95.53,95.53,0.0,0.0,ZQ-2029N
95.545,95.545,95.545,95.545,0.0,0.0,ZQ-2029N
95.45,95.45,95.45,95.45,0.0,0.0,ZQ-2029Q
95.465,95.465,95.465,95.465,0.0,0.0,ZQ-2029Q
95.45,95.45,95.45,95.45,0.0,0.0,ZQ-2029U
95.465,95.465,95.465,95.465,0.0,0.0,ZQ-2029U
95.445,95.445,95.445,95.445,0.0,0.0,ZQ-2029V
95.46,95.46,95.46,95.46,0.0,0.0,ZQ-2029V
95.425,95.425,95.425,95.425,0.0,0.0,ZQ-2029X
95.44,95.44,95.44,95.44,0.0,0.0,ZQ-2029X
95.405,95.405,95.405,95.405,0.0,0.0,ZQ-2029Z
95.42,95.42,95.42,95.42,0.0,0.0,ZQ-2029Z
95.39,95.39,95.39,95.39,0.0,0.0,ZQ-2030F
95.405,95.405,95.405,95.405,0.0,0.0,ZQ-2030F
95.375,95.375,95.375,95.375,0.0,0.0,ZQ-2030G
95.39,95.39,95.39,95.39,0.0,0.0,ZQ-2030G
95.36,95.36,95.36,95.36,0.0,0.0,ZQ-2030H
95.375,95.375,95.375,95.375,0.0,0.0,ZQ-2030H
95.32,95.32,95.32,95.32,0.0,0.0,ZQ-2030J
95.335,95.335,95.335,95.335,0.0,0.0,ZQ-2030J
95.295,95.295,95.295,95.295,0.0,0.0,ZQ-2030K
95.31,95.31,95.31,95.31,0.0,0.0,ZQ-2030K
95.275,95.275,95.275,95.275,0.0,0.0,ZQ-2030M
95.29,95.29,95.29,95.29,0.0,0.0,ZQ-2030M
95.255,95.255,95.255,95.255,0.0,0.0,ZQ-2030N
95.27,95.27,95.27,95.27,0.0,0.0,ZQ-2030N
95.175,95.175,95.175,95.175,0.0,0.0,ZQ-2030Q
95.19,95.19,95.19,95.19,0.0,0.0,ZQ-2030Q
95.175,95.175,95.175,95.175,0.0,0.0,ZQ-2030U
95.19,95.19,95.19,95.19,0.0,0.0,ZQ-2030U
95.17,95.17,95.17,95.17,0.0,0.0,ZQ-2030V
95.185,95.185,95.185,95.185,0.0,0.0,ZQ-2030V
95.15,95.15,95.15,95.15,0.0,0.0,ZQ-2030X
95.165,95.165,95.165,95.165,0.0,0.0,ZQ-2030X
95.13,95.13,95.13,95.13,0.0,0.0,ZQ-2030Z
95.145,95.145,95.145,95.145,0.0,0.0,ZQ-2030Z
95.115,95.115,95.115,95.115,0.0,0.0,ZQ-2031F
95.13,95.13,95.13,95.13,0.0,0.0,ZQ-2031F
95.1,95.1,95.1,95.1,0.0,0.0,ZQ-2031G
95.115,95.115,95.115,95.115,0.0,0.0,ZQ-2031G
95.085,95.085,95.085,95.085,0.0,0.0,ZQ-2031H
95.1,95.1,95.1,95.1,0.0,0.0,ZQ-2031H
95.045,95.045,95.045,95.045,0.0,0.0,ZQ-2031J
95.06,95.06,95.06,95.06,0.0,0.0,ZQ-2031J
95.02,95.02,95.02,95.02,0.0,0.0,ZQ-2031K
95.035,95.035,95.035,95.035,0.0,0.0,ZQ-2031K
95.0,95.0,95.0,95.0,0.0,0.0,ZQ-2031M
95.015,95.015,95.015,95.015,0.0,0.0,ZQ-2031M
94.98,94.98,94.98,94.98,0.0,0.0,ZQ-2031N
94.995,94.995,94.995,94.995,0.0,0.0,ZQ-2031N
94.9,94.9,94.9,94.9,0.0,0.0,ZQ-2031Q
94.915,94.915,94.915,94.915,0.0,0.0,ZQ-2031Q
